AvgSpotLen_l	BioSample_s	Experiment_s	Instrument_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	alternative_isolate_s	collection_date_s	geo_loc_name_s	isolation_source_s	strain_s	common_loci_l	matching_alleles_l	main_only_loci_l	other_only_loci_l	mismatches_l	Assay_Type_s	BioProject_s	BioSampleModel_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	sample_type_s
202	SAMN05190425	SRX2914133	Illumina HiSeq 2500	beer064	2017-06-15	634	426	2017-06-15	SRR5688180	SRS2280399	BE064	Beer isolate 64	15-Jun-1995	United Kingdom: England	Beer	beer064						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190425	SRX2914133	Illumina HiSeq 2500	beer064	2017-06-15	1758	736	2017-06-15	SRR5688181	SRS2280399	BE064	Beer isolate 64	15-Jun-1995	United Kingdom: England	Beer	beer064						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190363	SRX2914134	Illumina HiSeq 2000	beer002	2017-06-13	1613	1084	2017-06-13	SRR5678585	SRS2280400	BE002	Beer isolate 2	01-Jan-1950	Bulgaria	Beer	beer002						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190362	SRX2914135	Illumina HiSeq 2000	beer001	2017-06-13	2531	1645	2017-06-13	SRR5678584	SRS2280401	BE001	Beer isolate 1	01-Jan-1950	Belgium	Beer	beer001						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190462	SRX2914136	Illumina HiSeq 2500	beer101	2017-06-15	714	473	2017-06-15	SRR5688254	SRS2280402	BE101	Beer isolate 101	15-Jun-1995	United Kingdom: England	Beer	beer101						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190462	SRX2914136	Illumina HiSeq 2500	beer101	2017-06-15	1990	825	2017-06-15	SRR5688255	SRS2280402	BE101	Beer isolate 101	15-Jun-1995	United Kingdom: England	Beer	beer101						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190468	SRX2914138	Illumina HiSeq 2000	bioethanol005	2017-06-13	1682	1007	2017-06-13	SRR5678581	SRS2280403	BI005	VR1	01-Jan-1950	Brazil	Bioethanol	bioethanol005						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190463	SRX2914137	Illumina HiSeq 2500	beer102	2017-06-15	1016	670	2017-06-15	SRR5688256	SRS2280404	BE102	Beer isolate 102	15-Jun-1995	USA	Beer	beer102						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190463	SRX2914137	Illumina HiSeq 2500	beer102	2017-06-15	2452	996	2017-06-15	SRR5688257	SRS2280404	BE102	Beer isolate 102	15-Jun-1995	USA	Beer	beer102						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190469	SRX2914139	Illumina HiSeq 2000	bread001	2017-06-13	1586	1023	2017-06-13	SRR5678580	SRS2280405	BR001	Bruggeman	01-Jan-1950	missing	Bread	bread001						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190466	SRX2914140	Illumina HiSeq 2000	bioethanol003	2017-06-13	1088	712	2017-06-13	SRR5678579	SRS2280406	BI003	Ethanol red	01-Jan-1950	China	Bioethanol	bioethanol003						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190467	SRX2914141	Illumina HiSeq 2000	bioethanol004	2017-06-13	1391	914	2017-06-13	SRR5678578	SRS2280407	BI004	Thermosacc Dry	01-Jan-1950	China	Bioethanol	bioethanol004						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190371	SRX2914142	Illumina HiSeq 2000	beer010	2017-06-13	1264	841	2017-06-13	SRR5678577	SRS2280408	BE010	Beer isolate 10	01-Jan-1950	United Kingdom: Scotland	Beer	beer010						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190370	SRX2914143	Illumina HiSeq 2000	beer009	2017-06-13	1313	869	2017-06-13	SRR5678576	SRS2280409	BE009	Beer isolate 9	01-Jan-1950	United Kingdom: England	Beer	beer009						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190470	SRX2914144	Illumina HiSeq 2000	bread002	2017-06-13	1243	847	2017-06-13	SRR5678575	SRS2280410	BR002	MUCL 30387	01-Jan-1950	Belgium	Bread	bread002						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190471	SRX2914145	Illumina HiSeq 2000	bread003	2017-06-13	1264	831	2017-06-13	SRR5678574	SRS2280411	BR003	MUCL 30388	01-Jan-1950	Belgium	Bread	bread003						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190381	SRX2914146	Illumina HiSeq 2000	beer020	2017-06-13	1307	873	2017-06-13	SRR5678573	SRS2280412	BE020	Beer isolate 20	01-Jan-1950	Belgium	Beer	beer020						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190380	SRX2914147	Illumina HiSeq 2000	beer019	2017-06-13	1310	852	2017-06-13	SRR5678572	SRS2280413	BE019	Beer isolate 19	01-Jan-1950	Belgium	Beer	beer019						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190373	SRX2914148	Illumina HiSeq 2000	beer012	2017-06-13	1514	990	2017-06-13	SRR5678571	SRS2280414	BE012	Beer isolate 12	01-Jan-1950	United Kingdom: England	Beer	beer012						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190372	SRX2914149	Illumina HiSeq 2000	beer011	2017-06-13	1293	844	2017-06-13	SRR5678570	SRS2280415	BE011	Beer isolate 11	01-Jan-1950	Belgium	Beer	beer011						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190375	SRX2914150	Illumina HiSeq 2000	beer014	2017-06-13	2542	1623	2017-06-13	SRR5678569	SRS2280416	BE014	Beer isolate 14	01-Jan-1950	Belgium	Beer	beer014						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190374	SRX2914151	Illumina HiSeq 2000	beer013	2017-06-13	2442	1864	2017-06-13	SRR5678568	SRS2280417	BE013	Beer isolate 13	01-Jan-1950	Belgium	Beer 	beer013						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190377	SRX2914152	Illumina HiSeq 2000	beer016	2017-06-13	1689	1101	2017-06-13	SRR5678567	SRS2280418	BE016	Beer isolate 16	01-Jan-1950	Belgium	Beer	beer016						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190379	SRX2914154	Illumina HiSeq 2000	beer018	2017-06-13	1535	987	2017-06-13	SRR5678565	SRS2280419	BE018	Beer isolate 18	01-Jan-1950	Canada	Beer	beer018						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190376	SRX2914153	Illumina HiSeq 2000	beer015	2017-06-13	1198	796	2017-06-13	SRR5678566	SRS2280420	BE015	Beer isolate 15	01-Jan-1950	Belgium	Beer	beer015						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190378	SRX2914155	Illumina HiSeq 2000	beer017	2017-06-13	1265	821	2017-06-13	SRR5678564	SRS2280421	BE017	Beer isolate 17	01-Jan-1950	Belgium	Beer	beer017						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190453	SRX2914156	Illumina HiSeq 2500	beer092	2017-06-15	724	490	2017-06-15	SRR5688236	SRS2280422	BE092	Beer isolate 92	15-Jun-1995	Belgium	Beer	beer092						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190453	SRX2914156	Illumina HiSeq 2500	beer092	2017-06-15	1777	746	2017-06-15	SRR5688237	SRS2280422	BE092	Beer isolate 92	15-Jun-1995	Belgium	Beer	beer092						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190452	SRX2914157	Illumina HiSeq 2500	beer091	2017-06-15	980	647	2017-06-15	SRR5688234	SRS2280423	BE091	Beer isolate 91	15-Jun-1995	Germany	Beer	beer091						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190452	SRX2914157	Illumina HiSeq 2500	beer091	2017-06-15	2529	1028	2017-06-15	SRR5688235	SRS2280423	BE091	Beer isolate 91	15-Jun-1995	Germany	Beer	beer091						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190455	SRX2914158	Illumina HiSeq 2500	beer094	2017-06-15	421	286	2017-06-15	SRR5688240	SRS2280424	BE094	Beer isolate 94	15-Jun-1995	Germany	Beer	beer094						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190455	SRX2914158	Illumina HiSeq 2500	beer094	2017-06-15	1402	589	2017-06-15	SRR5688241	SRS2280424	BE094	Beer isolate 94	15-Jun-1995	Germany	Beer	beer094						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190454	SRX2914159	Illumina HiSeq 2500	beer093	2017-06-15	693	461	2017-06-15	SRR5688238	SRS2280425	BE093	Beer isolate 93	15-Jun-1995	Germany	Beer	beer093						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190454	SRX2914159	Illumina HiSeq 2500	beer093	2017-06-15	2035	836	2017-06-15	SRR5688239	SRS2280425	BE093	Beer isolate 93	15-Jun-1995	Germany	Beer	beer093						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190457	SRX2914160	Illumina HiSeq 2500	beer096	2017-06-15	928	637	2017-06-15	SRR5688244	SRS2280426	BE096	Beer isolate 96	15-Jun-1995	missing	Beer	beer096						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190457	SRX2914160	Illumina HiSeq 2500	beer096	2017-06-15	2834	1212	2017-06-15	SRR5688245	SRS2280426	BE096	Beer isolate 96	15-Jun-1995	missing	Beer	beer096						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190456	SRX2914161	Illumina HiSeq 2500	beer095	2017-06-15	714	485	2017-06-15	SRR5688242	SRS2280427	BE095	Beer isolate 95	15-Jun-1995	missing	Beer	beer095						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190456	SRX2914161	Illumina HiSeq 2500	beer095	2017-06-15	2432	1031	2017-06-15	SRR5688243	SRS2280427	BE095	Beer isolate 95	15-Jun-1995	missing	Beer	beer095						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190459	SRX2914162	Illumina HiSeq 2500	beer098	2017-06-15	951	642	2017-06-15	SRR5688248	SRS2280428	BE098	Beer isolate 98	15-Jun-1995	USA	Beer	beer098						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190459	SRX2914162	Illumina HiSeq 2500	beer098	2017-06-15	2926	1238	2017-06-15	SRR5688249	SRS2280428	BE098	Beer isolate 98	15-Jun-1995	USA	Beer	beer098						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190461	SRX2914164	Illumina HiSeq 2500	beer100	2017-06-15	919	619	2017-06-15	SRR5688252	SRS2280429	BE100	Beer isolate 100	15-Jun-1995	United Kingdom: England	Beer	beer100						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190461	SRX2914164	Illumina HiSeq 2500	beer100	2017-06-15	2145	897	2017-06-15	SRR5688253	SRS2280429	BE100	Beer isolate 100	15-Jun-1995	United Kingdom: England	Beer	beer100						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190458	SRX2914163	Illumina HiSeq 2500	beer097	2017-06-15	684	462	2017-06-15	SRR5688246	SRS2280430	BE097	Beer isolate 97	15-Jun-1995	missing	Beer	beer097						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190458	SRX2914163	Illumina HiSeq 2500	beer097	2017-06-15	2813	1191	2017-06-15	SRR5688247	SRS2280430	BE097	Beer isolate 97	15-Jun-1995	missing	Beer	beer097						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190460	SRX2914165	Illumina HiSeq 2500	beer099	2017-06-15	1143	762	2017-06-15	SRR5688250	SRS2280431	BE099	Beer isolate 99	15-Jun-1995	United Kingdom: England	Beer	beer099						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190460	SRX2914165	Illumina HiSeq 2500	beer099	2017-06-15	3644	1510	2017-06-15	SRR5688251	SRS2280431	BE099	Beer isolate 99	15-Jun-1995	United Kingdom: England	Beer	beer099						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190473	SRX2914166	Illumina HiSeq 2000	laboratory001	2017-06-13	1452	965	2017-06-13	SRR5678553	SRS2280432	LA001	Y55	01-Jan-1950	not applicable	Lab	laboratory001						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190472	SRX2914167	Illumina HiSeq 2000	bread004	2017-06-13	1155	740	2017-06-13	SRR5678552	SRS2280433	BR004	MUCL 42920	01-Jan-1950	Belgium	Bread	bread004						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190475	SRX2914168	Illumina HiSeq 2000	sake001	2017-06-13	1230	749	2017-06-13	SRR5678551	SRS2280434	SA001	CBS 1585	01-Jan-1950	Japan	Sake	sake001						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190474	SRX2914169	Illumina HiSeq 2500	laboratory002	2017-06-15	946	638	2017-06-15	SRR5688258	SRS2280435	LA002	BY4743	15-Jun-1995	not applicable	Lab	laboratory002						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190474	SRX2914169	Illumina HiSeq 2500	laboratory002	2017-06-15	2974	1251	2017-06-15	SRR5688259	SRS2280435	LA002	BY4743	15-Jun-1995	not applicable	Lab	laboratory002						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
172	SAMN05190477	SRX2914170	Illumina HiSeq 2000	sake003	2017-06-13	1192	828	2017-06-13	SRR5678549	SRS2280436	SA003	CBS 6412	01-Jan-1950	Japan	Sake	sake003						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190476	SRX2914171	Illumina HiSeq 2000	sake002	2017-06-13	1451	970	2017-06-13	SRR5678548	SRS2280437	SA002	CBS 436	01-Jan-1950	Japan	Sake	sake002						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190479	SRX2914172	Illumina HiSeq 2000	sake005	2017-06-13	1370	839	2017-06-13	SRR5678547	SRS2280438	SA005	AKU-4011	01-Jan-1950	Japan	Sake	sake005						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190478	SRX2914173	Illumina HiSeq 2000	sake004	2017-06-13	2329	1775	2017-06-13	SRR5678546	SRS2280439	SA004	CBS 6413	01-Jan-1950	Japan	Sake	sake004						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190481	SRX2914174	Illumina HiSeq 2000	sake007	2017-06-13	1651	1132	2017-06-13	SRR5678545	SRS2280440	SA007	NCYC 1407	01-Jan-1950	Japan	Sake	sake007						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190480	SRX2914175	Illumina HiSeq 2000	sake006	2017-06-13	1469	988	2017-06-13	SRR5678544	SRS2280441	SA006	MUCL 39482	01-Jan-1950	Japan	Sake	sake006						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190444	SRX2914176	Illumina HiSeq 2500	beer083	2017-06-15	234	161	2017-06-15	SRR5688218	SRS2280442	BE083	Beer isolate 83	15-Jun-1995	Belgium	Beer	beer083						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190444	SRX2914176	Illumina HiSeq 2500	beer083	2017-06-15	722	310	2017-06-15	SRR5688219	SRS2280442	BE083	Beer isolate 83	15-Jun-1995	Belgium	Beer	beer083						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190445	SRX2914177	Illumina HiSeq 2500	beer084	2017-06-15	536	366	2017-06-15	SRR5688220	SRS2280443	BE084	Beer isolate 84	15-Jun-1995	Belgium	Beer	beer084						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190445	SRX2914177	Illumina HiSeq 2500	beer084	2017-06-15	1816	770	2017-06-15	SRR5688221	SRS2280443	BE084	Beer isolate 84	15-Jun-1995	Belgium	Beer	beer084						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190442	SRX2914178	Illumina HiSeq 2500	beer081	2017-06-15	415	285	2017-06-15	SRR5688214	SRS2280444	BE081	Beer isolate 81	15-Jun-1995	Belgium	Beer	beer081						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190442	SRX2914178	Illumina HiSeq 2500	beer081	2017-06-15	1255	537	2017-06-15	SRR5688215	SRS2280444	BE081	Beer isolate 81	15-Jun-1995	Belgium	Beer	beer081						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190443	SRX2914179	Illumina HiSeq 2500	beer082	2017-06-15	452	316	2017-06-15	SRR5688216	SRS2280445	BE082	Beer isolate 82	15-Jun-1995	Belgium	Beer	beer082						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190443	SRX2914179	Illumina HiSeq 2500	beer082	2017-06-15	1556	682	2017-06-15	SRR5688217	SRS2280445	BE082	Beer isolate 82	15-Jun-1995	Belgium	Beer	beer082						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190449	SRX2914181	Illumina HiSeq 2500	beer088	2017-06-15	610	417	2017-06-15	SRR5688228	SRS2280446	BE088	Beer isolate 88	15-Jun-1995	Germany	Beer	beer088						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190449	SRX2914181	Illumina HiSeq 2500	beer088	2017-06-15	1682	722	2017-06-15	SRR5688229	SRS2280446	BE088	Beer isolate 88	15-Jun-1995	Germany	Beer	beer088						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190448	SRX2914180	Illumina HiSeq 2500	beer087	2017-06-15	646	435	2017-06-15	SRR5688226	SRS2280447	BE087	Beer isolate 87	15-Jun-1995	Germany	Beer	beer087						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190448	SRX2914180	Illumina HiSeq 2500	beer087	2017-06-15	1737	722	2017-06-15	SRR5688227	SRS2280447	BE087	Beer isolate 87	15-Jun-1995	Germany	Beer	beer087						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190446	SRX2914182	Illumina HiSeq 2500	beer085	2017-06-15	932	621	2017-06-15	SRR5688222	SRS2280448	BE085	Beer isolate 85	15-Jun-1995	Belgium	Beer	beer085						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190446	SRX2914182	Illumina HiSeq 2500	beer085	2017-06-15	3148	1297	2017-06-15	SRR5688223	SRS2280448	BE085	Beer isolate 85	15-Jun-1995	Belgium	Beer	beer085						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190450	SRX2914184	Illumina HiSeq 2500	beer089	2017-06-15	400	274	2017-06-15	SRR5688230	SRS2280449	BE089	Beer isolate 89	15-Jun-1995	Germany	Beer	beer089						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190450	SRX2914184	Illumina HiSeq 2500	beer089	2017-06-15	1201	517	2017-06-15	SRR5688231	SRS2280449	BE089	Beer isolate 89	15-Jun-1995	Germany	Beer	beer089						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190447	SRX2914183	Illumina HiSeq 2500	beer086	2017-06-15	670	455	2017-06-15	SRR5688224	SRS2280450	BE086	Beer isolate 86	15-Jun-1995	Belgium	Beer	beer086						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190447	SRX2914183	Illumina HiSeq 2500	beer086	2017-06-15	1678	708	2017-06-15	SRR5688225	SRS2280450	BE086	Beer isolate 86	15-Jun-1995	Belgium	Beer	beer086						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
